codigo_unico,asunto,descripcion,tipo_tramite,prioridad_real
YAU-HIST-103268,EMERGENCIA: Licencia de Edificación por deslizamiento de tierra en el talud colindante,Se presenta una situación de emergencia por deslizamiento de tierra en el talud colindante en Rambla Pastor Pavón 68 Piso 4 . Existe un riesgo estructural inminente.,Licencia de Edificación,Urgente
YAU-HIST-103269,Consulta / Copia: Licencia de Edificación,Pedido de copias de actas de la junta vecinal de Alameda Julián Torrents 71 correspondientes al periodo anterior.,Licencia de Edificación,Baja
YAU-HIST-103270,Trámite de Queja por Servicios - Torno,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Pasaje de Iker Miralles 33 Puerta 5 .,Queja por Servicios,Media
YAU-HIST-103271,Trámite de Inspección Técnica de Seguridad (ITSE) - Marzo,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Paseo de Alejandro Núñez 59 Piso 5 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103272,Urgente: Solicitud de Licencia de Edificación por riesgo,Fuga de agua masiva y riesgo de corto circuito en C. de Arsenio Cortés 441. Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Alta
YAU-HIST-103273,Urgente: Solicitud de Constancia de Posesión por riesgo,Se presenta una situación de emergencia por filtraciones severas de agua en las columnas en Urbanización Ignacio Matas 50 Apt. 71 . Existe un riesgo estructural inminente.,Constancia de Posesión,Alta
YAU-HIST-103274,Trámite de Licencia de Edificación - Términos,Trámite regular para obtener la constancia de posesión del terreno denominado Camino de Victor Báez 87 Puerta 3 .,Licencia de Edificación,Media
YAU-HIST-103275,Trámite de Constancia de Posesión - Fuerzas,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Paseo Paco Montenegro 950 Puerta 3 .,Constancia de Posesión,Media
YAU-HIST-103276,Urgente: Solicitud de Licencia de Edificación por riesgo,Se solicita apoyo de inmediato por filtraciones severas de agua en las columnas que amenaza la seguridad pública en C. de Angelino Casado 40 Puerta 6 .,Licencia de Edificación,Alta
YAU-HIST-103277,Urgente: Solicitud de Licencia de Edificación por riesgo,Solicitud de inspección extraordinaria de seguridad en Avenida Édgar Oliveras 200 debido a grietas graves y amenaza de derrumbe.,Licencia de Edificación,Alta
YAU-HIST-103278,Trámite de Licencia de Funcionamiento - José,Solicitud de licencia de edificación para ampliación de vivienda residencial en C. Édgar Lerma 907 Piso 9 .,Licencia de Funcionamiento,Media
YAU-HIST-103279,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por filtraciones severas de agua en las columnas,Fuga de agua masiva y riesgo de corto circuito en Via de Rómulo Costa 6 Puerta 3 . Requiero intervención urgente por peligro inminente.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-103280,Trámite de Licencia de Edificación - Sabe,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en C. de Inés Iborra 73 Piso 3 .,Licencia de Edificación,Media
YAU-HIST-103281,Trámite de Constancia de Posesión - Hizo,Solicitud de licencia de edificación para ampliación de vivienda residencial en Calle de Amaya Barco 32 Puerta 8 .,Constancia de Posesión,Media
YAU-HIST-103282,EMERGENCIA: Constancia de Posesión por cables eléctricos expuestos a la intemperie,Reporto peligro de colapso en Glorieta Jerónimo Ojeda 4 Puerta 0  debido a cables eléctricos expuestos a la intemperie. Solicito inspección de inmediato.,Constancia de Posesión,Urgente
YAU-HIST-103283,EMERGENCIA: Licencia de Funcionamiento por hundimiento del suelo en el patio principal,Se presenta una situación de emergencia por hundimiento del suelo en el patio principal en Glorieta de Asdrubal Solé 82. Existe un riesgo estructural inminente.,Licencia de Funcionamiento,Urgente
YAU-HIST-103284,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Ronda Sandalio Gomila 77 Piso 1 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103285,Consulta / Copia: Licencia de Edificación,Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Glorieta Juliana Alba 8 Puerta 3 .,Licencia de Edificación,Baja
YAU-HIST-103286,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito duplicado del certificado de habitabilidad de la propiedad en Acceso de Chelo Corral 90 Apt. 52 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103287,Trámite de Queja por Servicios - Ciento,Queja por servicios debido a fallas intermitentes en el alumbrado público de Cuesta Nélida Lamas 3 Puerta 8 .,Queja por Servicios,Media
YAU-HIST-103288,Trámite de Inspección Técnica de Seguridad (ITSE) - Mercado,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Avenida Nélida Cases 33 Apt. 42 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103289,Trámite de Inspección Técnica de Seguridad (ITSE) - Entrar,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Avenida de Águeda Campoy 378.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103290,Trámite de Inspección Técnica de Seguridad (ITSE) - Región,Queja por servicios debido a fallas intermitentes en el alumbrado público de C. de Marta Montalbán 54 Piso 5 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103291,Trámite de Constancia de Posesión - Poco,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Acceso Itziar Molins 24.,Constancia de Posesión,Media
YAU-HIST-103292,Trámite de Constancia de Posesión - Torno,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Avenida de Ignacio Piña 93.,Constancia de Posesión,Media
YAU-HIST-103293,Consulta / Copia: Licencia de Edificación,Realizo una consulta simple para solicitar información sobre los requisitos del trámite de licencia de edificación.,Licencia de Edificación,Baja
YAU-HIST-103294,Trámite de Inspección Técnica de Seguridad (ITSE) - Puedo,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Pasadizo de Marcial Cabo 247 Piso 6 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103295,Trámite de Constancia de Posesión - Mayoría,Solicitud de licencia de edificación para ampliación de vivienda residencial en Plaza Carlito Julián 433.,Constancia de Posesión,Media
YAU-HIST-103296,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Via Dan Esteban 92 Apt. 60 . Existe un riesgo estructural inminente.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-103297,Trámite de Queja por Servicios - Hasta,Requiero una inspección técnica de seguridad (ITSE) de rutina para el local comercial en Pasadizo Alma Prat 87.,Queja por Servicios,Media
YAU-HIST-103298,Consulta / Copia: Constancia de Posesión,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-9632 presentado anteriormente.,Constancia de Posesión,Baja
YAU-HIST-103299,Urgente: Solicitud de Licencia de Edificación por riesgo,Se solicita apoyo de inmediato por deslizamiento de tierra en el talud colindante que amenaza la seguridad pública en Plaza de Almudena Robledo 71.,Licencia de Edificación,Alta
YAU-HIST-103300,Trámite de Inspección Técnica de Seguridad (ITSE) - Señaló,Solicitud de licencia de edificación para ampliación de vivienda residencial en Cuesta Eugenio Arnaiz 98.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103301,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Se presenta una situación de emergencia por hundimiento del suelo en el patio principal en Cañada Cristian Vallejo 49 Apt. 32 . Existe un riesgo estructural inminente.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-103302,Trámite de Constancia de Posesión - Estaba,Queja por servicios debido a fallas intermitentes en el alumbrado público de Alameda de Natalia Pérez 79 Piso 4 .,Constancia de Posesión,Media
YAU-HIST-103303,Trámite de Licencia de Funcionamiento - Cámara,Solicitud de licencia de edificación para ampliación de vivienda residencial en Calle de Mohamed Gual 506.,Licencia de Funcionamiento,Media
YAU-HIST-103304,Consulta / Copia: Constancia de Posesión,Solicito duplicado del certificado de habitabilidad de la propiedad en Plaza de Jenaro Martín 25.,Constancia de Posesión,Baja
YAU-HIST-103305,Consulta / Copia: Licencia de Funcionamiento,Consulta sobre el estado actual de mi trámite administrativo Nro. EXP-3410 presentado anteriormente.,Licencia de Funcionamiento,Baja
YAU-HIST-103306,Trámite de Queja por Servicios - Líder,Queja por servicios debido a fallas intermitentes en el alumbrado público de Pasaje de Aitor Sevilla 22.,Queja por Servicios,Media
YAU-HIST-103307,Trámite de Inspección Técnica de Seguridad (ITSE) - Mejor,Trámite regular para obtener la constancia de posesión del terreno denominado Avenida Elba Ibarra 62 Apt. 60 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103308,Urgente: Solicitud de Licencia de Edificación por riesgo,Fuga de agua masiva y riesgo de corto circuito en Ronda Concha Amaya 687. Requiero intervención urgente por peligro inminente.,Licencia de Edificación,Alta
YAU-HIST-103309,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por grietas profundas en los muros de carga,Se presenta una situación de emergencia por grietas profundas en los muros de carga en Vial Rosaura Guardiola 95 Apt. 84 . Existe un riesgo estructural inminente.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-103310,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicitud de copia certificada de la resolución de alcaldía emitida el año pasado sobre el predio Plaza Sebastian Paredes 63.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103311,Urgente: Solicitud de Queja por Servicios por riesgo,Solicitud de inspección extraordinaria de seguridad en Cañada de Nilo Izaguirre 49 debido a grietas graves y amenaza de derrumbe.,Queja por Servicios,Alta
YAU-HIST-103312,EMERGENCIA: Licencia de Funcionamiento por deslizamiento de tierra en el talud colindante,Reporto peligro de colapso en Plaza Sarita Cánovas 5 Apt. 12  debido a deslizamiento de tierra en el talud colindante. Solicito inspección de inmediato.,Licencia de Funcionamiento,Urgente
YAU-HIST-103313,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Avenida Concha Murillo 88.,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103314,Trámite de Licencia de Funcionamiento - Propios,Presento la solicitud de regularización de mi constancia de posesión del predio ubicado en Alameda Nuria Santiago 8.,Licencia de Funcionamiento,Media
YAU-HIST-103315,Trámite de Licencia de Edificación - Puntos,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en Cuesta Juana Amor 60 Piso 8 .,Licencia de Edificación,Media
YAU-HIST-103316,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Solicitud de inspección extraordinaria de seguridad en Avenida de Efraín Izaguirre 60 debido a grietas graves y amenaza de derrumbe.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-103317,Consulta / Copia: Licencia de Edificación,Pedido de copias de actas de la junta vecinal de Callejón de Calixta Guardiola 495 correspondientes al periodo anterior.,Licencia de Edificación,Baja
YAU-HIST-103318,Trámite de Queja por Servicios - Bueno,Solicito la renovación de mi licencia de funcionamiento para el establecimiento comercial ubicado en C. de Celia Jove 9.,Queja por Servicios,Media
YAU-HIST-103319,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Solicito información general sobre los planos catastrales de la zona de Pasaje de Rosenda Ruano 1 Piso 4 .,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103320,Trámite de Licencia de Edificación - Cultural,Trámite regular para obtener la constancia de posesión del terreno denominado Alameda de Gabriela Sanz 81.,Licencia de Edificación,Media
YAU-HIST-103321,Consulta / Copia: Inspección Técnica de Seguridad (ITSE),Realizo una consulta simple para solicitar información sobre los requisitos del trámite de inspección técnica de seguridad (itse).,Inspección Técnica de Seguridad (ITSE),Baja
YAU-HIST-103322,EMERGENCIA: Inspección Técnica de Seguridad (ITSE) por grietas profundas en los muros de carga,Denuncia de riesgo estructural crítico en Cuesta de Teresita Laguna 11 Piso 8  por grietas profundas en los muros de carga. Se teme daño físico a las personas.,Inspección Técnica de Seguridad (ITSE),Urgente
YAU-HIST-103323,Urgente: Solicitud de Inspección Técnica de Seguridad (ITSE) por riesgo,Fuga de agua masiva y riesgo de corto circuito en Camino Marcio Ródenas 91 Apt. 56 . Requiero intervención urgente por peligro inminente.,Inspección Técnica de Seguridad (ITSE),Alta
YAU-HIST-103324,Trámite de Queja por Servicios - Color,Solicitud de licencia de edificación para ampliación de vivienda residencial en Cañada de Fermín Tomás 8.,Queja por Servicios,Media
YAU-HIST-103325,EMERGENCIA: Queja por Servicios por cables eléctricos expuestos a la intemperie,Denuncia de riesgo estructural crítico en Cuesta de Severiano Carpio 2 Apt. 79  por cables eléctricos expuestos a la intemperie. Se teme daño físico a las personas.,Queja por Servicios,Urgente
YAU-HIST-103326,Trámite de Inspección Técnica de Seguridad (ITSE) - Pronto,Trámite regular para obtener la constancia de posesión del terreno denominado Cañada de Socorro Sancho 64 Piso 5 .,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103327,Trámite de Inspección Técnica de Seguridad (ITSE) - Van,Solicitud de licencia de edificación para ampliación de vivienda residencial en Vial de Flavio Ponce 934.,Inspección Técnica de Seguridad (ITSE),Media
YAU-HIST-103328,Trámite de Queja por Servicios - Humano,Solicitud de licencia de edificación para ampliación de vivienda residencial en Glorieta Cruz Alarcón 784 Puerta 5 .,Queja por Servicios,Media
YAU-HIST-103329,EMERGENCIA: Queja por Servicios por filtraciones severas de agua en las columnas,Denuncia de riesgo estructural crítico en Ronda Reynaldo Espada 41 Puerta 2  por filtraciones severas de agua en las columnas. Se teme daño físico a las personas.,Queja por Servicios,Urgente
